ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
18119,Male,29,Returning,Business,Business,1691,0,0.0,3,3,3,5,3,4,4,2,4,4,2,3,4,2,Satisfied
91333,Female,37,Returning,Personal,Economy Plus,223,1,12.0,4,3,4,3,1,4,4,4,4,4,5,3,4,4,Neutral or Dissatisfied
109000,Female,22,First-time,Business,Economy,781,0,0.0,4,4,3,4,2,4,4,4,4,4,5,4,4,5,Neutral or Dissatisfied
34305,Male,29,Returning,Personal,Economy,280,16,0.0,2,1,4,1,4,3,5,3,5,5,3,1,5,4,Neutral or Dissatisfied
56797,Male,38,Returning,Business,Business,1605,33,42.0,5,5,3,5,5,4,5,4,4,4,4,5,4,4,Satisfied
5980,Male,48,Returning,Business,Business,672,0,0.0,2,2,3,5,2,4,4,4,3,4,4,2,4,4,Satisfied
87022,Female,31,Returning,Business,Business,2240,0,0.0,1,1,4,5,1,5,5,3,5,5,4,1,5,4,Satisfied
105846,Female,11,Returning,Business,Economy Plus,883,5,10.0,3,2,2,3,2,4,4,2,3,3,3,3,3,3,Neutral or Dissatisfied
81634,Female,47,Returning,Business,Business,907,0,0.0,5,5,3,4,5,4,5,4,3,5,4,5,4,4,Satisfied
35232,Male,42,Returning,Business,Economy,972,244,285.0,2,2,5,5,2,4,5,4,5,5,3,5,3,3,Satisfied
67020,Female,24,First-time,Business,Economy,985,0,0.0,3,3,4,3,2,1,4,5,4,4,2,3,4,2,Neutral or Dissatisfied
128518,Female,58,Returning,Personal,Economy,338,28,28.0,3,3,2,4,2,2,5,3,1,1,2,3,2,2,Neutral or Dissatisfied
55137,Male,61,Returning,Personal,Economy,1635,0,7.0,1,1,3,1,2,2,3,1,5,5,2,1,5,1,Neutral or Dissatisfied
11590,Male,33,Returning,Business,Business,468,0,0.0,5,5,3,1,5,1,1,1,1,1,3,1,1,4,Neutral or Dissatisfied
48346,Female,22,Returning,Business,Economy,522,0,21.0,2,2,2,5,2,2,5,2,5,5,2,5,5,2,Satisfied
112662,Male,40,Returning,Business,Business,3842,32,24.0,4,4,5,4,4,4,5,4,5,4,4,4,4,4,Satisfied
60780,Female,63,Returning,Personal,Economy,628,0,0.0,4,1,3,5,2,2,5,1,5,3,2,1,2,2,Neutral or Dissatisfied
15281,Male,49,Returning,Personal,Economy,500,0,0.0,3,2,4,2,5,3,2,2,2,2,2,2,2,4,Neutral or Dissatisfied
91942,Male,26,First-time,Business,Economy,975,12,0.0,2,2,4,2,3,5,3,4,3,3,5,2,3,1,Neutral or Dissatisfied
58622,Male,47,Returning,Business,Economy Plus,137,55,43.0,2,2,2,1,2,3,1,3,1,1,3,1,1,3,Neutral or Dissatisfied
6348,Male,44,Returning,Business,Business,315,69,72.0,5,3,5,4,5,4,4,4,4,5,4,5,4,4,Satisfied
16415,Female,34,Returning,Business,Business,1688,32,11.0,5,5,3,5,5,3,1,4,1,5,3,5,3,3,Satisfied
63317,Female,37,First-time,Business,Economy,337,0,0.0,4,3,1,3,4,4,4,5,4,4,3,3,4,3,Neutral or Dissatisfied
45456,Male,46,Returning,Business,Economy,522,0,0.0,4,4,1,5,4,1,5,5,5,5,3,5,5,5,Satisfied
85967,Male,27,Returning,Business,Business,554,7,2.0,4,4,4,5,4,3,5,5,5,5,4,4,5,4,Satisfied
30862,Female,56,Returning,Business,Business,1607,0,0.0,2,2,1,4,2,5,3,5,3,4,5,2,5,5,Satisfied
110896,Female,21,First-time,Business,Business,404,13,11.0,1,3,3,3,3,4,3,5,3,3,3,3,3,2,Neutral or Dissatisfied
110006,Male,49,Returning,Business,Business,2435,3,1.0,1,1,3,3,1,1,2,1,3,5,1,1,1,1,Neutral or Dissatisfied
19900,Female,52,Returning,Business,Business,296,4,0.0,4,4,2,2,4,5,1,5,5,2,5,4,5,5,Satisfied
52672,Female,55,Returning,Personal,Economy,110,0,0.0,1,0,2,2,3,1,3,0,4,2,1,2,1,1,Neutral or Dissatisfied
36519,Female,49,Returning,Business,Business,2866,0,13.0,4,3,4,1,3,3,5,3,5,1,3,3,3,3,Satisfied
60408,Female,18,Returning,Personal,Economy,1452,0,0.0,1,3,2,3,2,4,5,3,2,2,3,3,2,2,Neutral or Dissatisfied
45432,Female,29,First-time,Business,Economy,649,0,0.0,4,2,3,2,1,3,5,4,5,5,1,2,5,4,Neutral or Dissatisfied
107082,Male,31,Returning,Business,Business,1507,23,8.0,1,1,3,4,1,3,4,4,4,4,4,1,4,5,Satisfied
55980,Female,30,Returning,Personal,Economy,1620,0,0.0,4,2,4,2,1,3,2,3,2,2,5,2,2,5,Neutral or Dissatisfied
98101,Female,35,Returning,Personal,Economy,265,0,0.0,4,2,3,2,4,5,4,3,4,4,4,2,4,4,Neutral or Dissatisfied
42269,Female,48,Returning,Business,Economy,817,0,0.0,5,5,1,4,5,3,4,3,1,1,3,3,3,3,Neutral or Dissatisfied
32056,Female,52,Returning,Business,Economy,102,0,10.0,4,4,5,1,4,5,4,4,3,3,5,4,5,5,Satisfied
3834,Male,33,Returning,Personal,Economy,650,0,0.0,4,1,5,1,2,1,1,4,1,1,3,1,1,2,Neutral or Dissatisfied
19776,Male,45,First-time,Business,Economy,578,37,32.0,0,3,5,3,4,5,2,4,2,2,2,3,2,1,Neutral or Dissatisfied
87193,Male,26,First-time,Business,Economy,946,0,17.0,1,1,2,1,2,3,4,5,4,4,3,1,4,3,Neutral or Dissatisfied
103396,Male,47,Returning,Business,Economy,237,0,0.0,2,3,1,2,2,4,2,4,2,2,4,2,2,3,Neutral or Dissatisfied
120216,Male,17,Returning,Business,Business,1496,2,10.0,2,2,4,3,2,3,2,5,2,2,3,2,2,3,Neutral or Dissatisfied
887,Female,41,Returning,Business,Business,3080,0,6.0,2,2,3,4,2,4,4,3,1,5,4,2,4,2,Neutral or Dissatisfied
16422,Male,44,Returning,Business,Business,445,0,0.0,3,3,4,3,3,4,3,4,2,4,4,3,4,4,Satisfied
109886,Female,23,Returning,Business,Economy,1053,16,14.0,1,1,3,4,1,3,1,1,4,4,3,4,4,3,Neutral or Dissatisfied
97985,Female,32,Returning,Personal,Economy,616,2,4.0,4,1,4,1,3,1,2,2,2,2,2,1,2,1,Neutral or Dissatisfied
70743,Female,44,Returning,Personal,Economy,675,0,0.0,4,0,3,4,4,3,4,0,4,2,3,1,3,3,Neutral or Dissatisfied
57099,Female,53,Returning,Business,Business,3011,0,0.0,3,3,5,4,3,4,4,4,4,5,4,3,4,4,Satisfied
60997,Female,52,Returning,Business,Business,2336,15,9.0,4,4,3,5,4,5,5,5,3,5,5,4,5,5,Satisfied
9419,Male,28,First-time,Business,Business,362,0,0.0,5,5,3,5,3,5,5,2,5,5,4,5,5,5,Satisfied
32222,Female,41,Returning,Business,Business,163,0,0.0,5,0,1,5,3,5,5,5,2,4,5,0,5,5,Satisfied
62623,Male,57,Returning,Personal,Economy,1846,23,16.0,3,3,3,3,2,3,1,3,1,1,5,3,1,5,Neutral or Dissatisfied
80955,Male,62,Returning,Personal,Economy,872,0,0.0,3,2,1,2,2,4,4,5,4,4,3,2,4,2,Neutral or Dissatisfied
21091,Male,50,Returning,Business,Business,152,0,0.0,4,4,4,1,4,4,1,4,3,1,4,4,4,3,Satisfied
89916,Male,44,Returning,Business,Economy,1306,80,73.0,1,1,3,3,1,3,3,4,3,3,3,3,3,2,Neutral or Dissatisfied
41682,Male,30,Returning,Personal,Economy,347,0,0.0,5,5,4,5,4,4,3,4,3,3,4,3,3,5,Neutral or Dissatisfied
28812,Female,20,First-time,Business,Economy,954,0,15.0,2,2,2,2,4,1,4,3,4,4,1,2,4,4,Neutral or Dissatisfied
576,Female,68,First-time,Business,Business,158,0,0.0,2,2,4,2,4,3,3,4,3,3,5,2,3,5,Neutral or Dissatisfied
115118,Female,32,Returning,Business,Business,3226,0,0.0,3,1,4,5,3,4,5,4,5,5,4,3,5,5,Satisfied
100585,Male,63,Returning,Personal,Economy,486,1,0.0,5,1,5,1,4,4,3,2,2,2,4,1,2,5,Neutral or Dissatisfied
109551,Male,38,Returning,Personal,Economy,920,0,0.0,2,1,2,1,3,2,3,4,3,3,4,1,3,4,Neutral or Dissatisfied
44571,Male,37,Returning,Business,Economy,84,2,0.0,5,4,1,1,5,3,2,2,2,2,3,2,2,3,Neutral or Dissatisfied
36227,Female,44,Returning,Personal,Economy,496,0,0.0,3,3,4,4,4,2,3,3,4,3,2,3,2,2,Neutral or Dissatisfied
18787,Male,37,Returning,Business,Economy,448,1,0.0,4,4,2,4,4,4,4,5,4,4,5,4,4,2,Satisfied
11864,Male,48,Returning,Business,Economy,912,19,7.0,2,2,1,3,2,4,3,1,3,3,2,3,3,3,Neutral or Dissatisfied
28839,Female,17,Returning,Business,Business,2390,0,0.0,2,2,2,5,2,1,5,1,5,5,4,2,5,4,Satisfied
109582,Male,70,Returning,Personal,Economy,966,0,0.0,4,1,4,1,3,3,2,5,5,5,5,1,5,5,Neutral or Dissatisfied
88168,Female,49,Returning,Business,Economy,594,7,11.0,4,4,2,4,4,1,3,1,4,3,1,1,1,1,Neutral or Dissatisfied
46463,Female,54,Returning,Business,Business,141,0,0.0,3,4,3,5,4,5,4,5,3,5,5,4,5,4,Satisfied
80890,Female,43,Returning,Personal,Economy Plus,484,0,0.0,2,3,1,2,3,3,4,3,4,2,3,3,3,3,Neutral or Dissatisfied
5909,Female,41,Returning,Business,Economy,108,0,0.0,2,2,3,5,2,3,5,4,5,5,1,5,5,4,Satisfied
121828,Male,51,Returning,Business,Business,413,0,0.0,1,1,4,5,1,5,4,5,5,4,5,1,5,5,Satisfied
84596,Female,31,Returning,Business,Business,2254,0,0.0,3,3,4,1,3,1,1,1,1,1,3,1,1,3,Neutral or Dissatisfied
82518,Female,48,Returning,Business,Economy,1749,10,8.0,4,5,1,2,4,1,3,2,2,3,1,2,1,1,Neutral or Dissatisfied
68430,Male,12,Returning,Personal,Economy,1045,18,11.0,2,1,2,1,2,1,1,4,1,1,3,1,1,2,Neutral or Dissatisfied
55106,Male,54,Returning,Personal,Economy,1609,0,0.0,5,5,3,5,3,5,3,2,2,2,5,5,2,3,Satisfied
112250,Female,25,Returning,Business,Business,1506,0,0.0,4,4,3,5,4,5,5,5,5,5,4,4,5,5,Satisfied
99889,Female,41,Returning,Business,Business,2854,1,,1,4,5,4,1,3,4,3,5,3,3,1,3,3,Satisfied
82661,Male,15,Returning,Personal,Economy,120,3,0.0,4,2,1,2,3,1,1,4,1,1,2,2,1,3,Neutral or Dissatisfied
66903,Female,54,Returning,Personal,Business,1121,126,132.0,4,2,4,5,3,2,4,4,4,2,3,2,5,4,Neutral or Dissatisfied
68013,Female,47,Returning,Business,Business,2886,0,0.0,4,4,5,4,4,5,4,5,3,3,5,4,5,5,Satisfied
7337,Female,26,Returning,Business,Business,606,10,9.0,2,2,4,5,2,4,4,2,4,4,4,2,4,5,Satisfied
7963,Male,17,Returning,Personal,Economy,594,0,0.0,5,1,5,1,2,1,2,2,4,4,2,1,4,3,Neutral or Dissatisfied
83815,Male,46,Returning,Business,Business,425,0,0.0,4,4,5,4,4,5,5,5,4,2,5,4,5,5,Satisfied
50195,Female,37,Returning,Business,Economy,266,0,0.0,2,2,2,4,2,2,4,4,4,4,1,4,4,2,Satisfied
106856,Female,59,Returning,Business,Business,2727,15,8.0,4,4,2,1,4,1,1,1,1,3,1,1,1,1,Neutral or Dissatisfied
71047,Female,41,Returning,Business,Business,3945,14,0.0,1,1,3,4,1,5,5,5,3,4,5,1,5,5,Satisfied
120932,Female,36,First-time,Business,Business,993,0,0.0,1,1,4,1,3,5,5,2,1,1,5,2,1,4,Neutral or Dissatisfied
17709,Male,39,Returning,Personal,Economy,311,0,0.0,4,4,4,4,4,3,1,2,1,1,5,4,1,4,Satisfied
71585,Female,24,Returning,Business,Business,1197,0,0.0,0,0,1,0,2,4,4,5,3,3,2,1,3,2,Neutral or Dissatisfied
83816,Male,45,Returning,Business,Business,425,2,1.0,1,1,3,4,1,4,5,4,5,4,4,1,4,4,Satisfied
16368,Male,23,First-time,Business,Economy,319,0,0.0,0,1,5,1,4,5,2,2,2,2,3,1,2,4,Neutral or Dissatisfied
10741,Male,18,Returning,Business,Business,2935,0,0.0,4,4,2,1,4,2,2,3,1,1,3,2,1,4,Neutral or Dissatisfied
38202,Male,20,Returning,Business,Economy Plus,1197,18,9.0,3,0,2,0,2,2,2,1,2,2,2,0,2,4,Satisfied
93969,Female,29,First-time,Business,Business,1315,0,0.0,3,3,5,3,4,3,1,3,1,1,5,3,1,4,Neutral or Dissatisfied
96269,Female,52,Returning,Personal,Economy,687,27,39.0,4,3,5,4,4,1,5,3,4,3,1,2,1,1,Neutral or Dissatisfied
10641,Female,27,First-time,Business,Economy,517,0,0.0,2,2,2,2,3,1,1,4,2,2,4,2,2,3,Neutral or Dissatisfied
111403,Female,12,Returning,Personal,Economy,1180,0,0.0,4,3,4,3,3,4,3,3,3,3,4,3,3,5,Neutral or Dissatisfied
53747,Female,11,Returning,Personal,Economy Plus,1208,0,0.0,3,3,3,3,2,2,1,4,2,2,3,3,2,3,Neutral or Dissatisfied
105351,Female,37,Returning,Personal,Economy,409,45,38.0,4,3,1,3,5,4,3,2,3,3,4,3,3,2,Neutral or Dissatisfied
15754,Female,22,Returning,Business,Economy,544,58,77.0,5,5,1,3,5,4,2,1,3,3,3,3,3,3,Neutral or Dissatisfied
10899,Female,26,Returning,Business,Business,1977,37,33.0,3,3,5,3,3,4,3,5,3,3,4,3,3,4,Satisfied
69340,Female,45,Returning,Business,Business,1096,17,18.0,3,3,4,4,3,5,4,5,4,4,5,3,5,5,Satisfied
86029,Male,57,Returning,Personal,Economy,447,0,0.0,5,4,4,4,5,3,3,5,5,5,5,3,5,4,Neutral or Dissatisfied
63940,Male,14,Returning,Personal,Economy,1172,0,1.0,5,2,3,2,4,5,1,2,1,1,5,2,1,3,Neutral or Dissatisfied
2797,Male,60,Returning,Personal,Economy,765,17,10.0,5,3,4,3,4,5,1,4,1,1,4,2,1,4,Neutral or Dissatisfied
118976,Male,53,Returning,Business,Business,570,4,6.0,5,5,4,5,5,3,4,3,3,3,3,5,3,3,Satisfied
73768,Male,59,Returning,Personal,Economy,192,4,0.0,5,5,3,5,3,5,5,4,5,5,5,5,5,4,Satisfied
103858,Male,15,Returning,Personal,Economy,882,10,9.0,2,4,1,4,3,3,5,1,5,5,3,4,5,4,Satisfied
127713,Male,50,Returning,Business,Business,255,0,0.0,2,2,3,4,2,5,4,5,5,2,5,2,5,5,Satisfied
25636,Female,39,Returning,Business,Economy,266,0,0.0,1,1,1,4,1,5,3,4,3,3,3,3,3,3,Satisfied
40926,Male,43,Returning,Business,Economy Plus,501,0,0.0,5,5,3,2,5,2,2,5,2,2,2,2,2,1,Satisfied
23541,Male,45,Returning,Personal,Economy,472,14,11.0,1,3,3,3,2,4,4,3,2,2,1,3,2,2,Neutral or Dissatisfied
44702,Female,7,Returning,Personal,Economy,67,7,0.0,4,1,5,1,1,4,4,3,2,2,5,1,2,4,Neutral or Dissatisfied
49448,Female,34,First-time,Business,Economy,262,6,0.0,0,1,2,1,1,2,3,1,3,3,4,1,3,4,Neutral or Dissatisfied
115418,Male,33,Returning,Business,Business,325,0,0.0,2,2,5,5,2,3,5,5,5,5,5,2,5,4,Satisfied
64986,Male,25,First-time,Business,Economy,551,0,0.0,4,4,1,4,5,2,4,1,4,4,2,3,4,3,Neutral or Dissatisfied
44929,Female,28,Returning,Business,Economy Plus,438,5,17.0,0,0,3,0,1,5,2,2,2,2,4,0,2,1,Satisfied
18315,Female,40,First-time,Business,Business,705,0,9.0,4,4,5,4,5,5,5,5,5,5,2,4,5,3,Neutral or Dissatisfied
119082,Male,46,Returning,Business,Business,1107,1,0.0,5,4,3,5,5,5,4,5,3,4,5,5,5,5,Satisfied
2606,Female,65,Returning,Personal,Economy,280,0,6.0,4,4,4,5,1,4,5,4,3,5,4,3,4,4,Neutral or Dissatisfied
74065,Male,51,Returning,Business,Business,641,35,20.0,1,1,5,4,1,5,4,5,4,3,5,1,5,5,Satisfied
67375,Female,34,Returning,Business,Business,641,7,0.0,1,1,5,4,1,5,4,5,5,4,5,1,5,5,Satisfied
87575,Male,37,First-time,Business,Economy,432,0,0.0,2,4,2,4,4,3,1,5,1,1,4,3,1,3,Neutral or Dissatisfied
69822,Female,58,Returning,Business,Business,1809,0,0.0,1,2,5,4,2,5,4,4,3,3,5,2,5,5,Satisfied
37374,Male,39,First-time,Business,Economy,944,0,0.0,2,2,4,2,4,4,2,1,2,2,5,2,2,2,Neutral or Dissatisfied
29157,Female,23,Returning,Business,Economy Plus,954,0,9.0,2,5,3,3,2,1,4,2,3,3,3,3,3,4,Neutral or Dissatisfied
26870,Female,29,Returning,Business,Business,2329,6,6.0,4,4,4,4,4,2,4,3,4,4,4,4,4,4,Satisfied
115087,Female,39,Returning,Business,Business,2158,0,0.0,3,3,5,5,3,5,4,5,3,5,5,3,5,5,Satisfied
53071,Male,12,Returning,Personal,Economy,1208,3,6.0,1,2,4,2,2,4,2,5,2,2,2,2,2,3,Neutral or Dissatisfied
58310,Female,23,Returning,Business,Economy,1739,0,41.0,4,4,3,3,4,2,3,3,3,3,4,3,3,3,Neutral or Dissatisfied
21886,Female,43,Returning,Business,Business,2949,28,13.0,2,2,3,3,2,3,2,3,2,3,3,3,3,3,Neutral or Dissatisfied
49960,Female,36,First-time,Business,Economy,326,13,49.0,1,3,4,3,4,4,4,4,3,3,3,3,3,3,Neutral or Dissatisfied
32777,Female,49,Returning,Business,Business,1986,0,3.0,1,1,2,4,1,3,3,3,3,4,3,2,3,2,Neutral or Dissatisfied
77024,Male,41,Returning,Business,Business,368,3,0.0,4,4,3,1,4,5,5,5,5,4,5,4,5,5,Satisfied
11363,Male,57,Returning,Personal,Economy,201,70,67.0,5,3,3,3,3,1,3,5,1,1,3,3,1,5,Neutral or Dissatisfied
81652,Female,41,Returning,Business,Business,907,0,8.0,3,3,5,5,3,4,5,4,4,4,4,3,4,4,Satisfied
102983,Male,49,Returning,Business,Business,460,0,0.0,1,3,3,5,1,5,5,4,4,5,5,1,5,5,Satisfied
9315,Female,59,Returning,Business,Business,419,12,4.0,5,5,1,3,5,2,3,2,2,4,2,2,2,2,Neutral or Dissatisfied
94972,Male,46,Returning,Business,Business,2138,0,0.0,0,0,1,5,3,4,1,4,2,2,4,0,4,1,Satisfied
78942,Female,15,Returning,Personal,Economy,500,0,0.0,5,2,5,2,2,4,4,3,4,4,5,3,4,4,Neutral or Dissatisfied
123751,Male,59,Returning,Business,Business,1971,0,0.0,4,0,3,5,2,2,5,2,4,3,2,0,2,2,Satisfied
39522,Female,29,Returning,Personal,Economy,1024,26,22.0,5,5,3,5,1,3,4,2,4,4,5,5,4,4,Satisfied
6529,Female,64,Returning,Personal,Economy,599,28,77.0,4,2,3,5,1,2,3,2,3,1,2,2,2,2,Neutral or Dissatisfied
37029,Male,34,Returning,Personal,Business,994,0,0.0,5,0,3,5,3,5,5,0,4,5,5,1,5,5,Neutral or Dissatisfied
105089,Female,57,Returning,Business,Business,220,0,0.0,5,5,3,4,5,5,5,5,4,4,5,5,5,4,Satisfied
89116,Female,50,Returning,Business,Business,2092,0,0.0,3,3,5,5,3,4,4,5,3,5,4,3,4,4,Satisfied
63665,Male,65,Returning,Business,Business,3086,40,0.0,5,2,3,3,5,4,5,4,4,4,4,5,4,4,Satisfied
108865,Female,16,Returning,Personal,Economy,1947,6,0.0,5,3,4,3,4,5,1,2,1,1,5,3,1,3,Neutral or Dissatisfied
5875,Female,43,Returning,Business,Business,212,0,0.0,5,5,5,4,5,5,5,5,5,4,5,5,5,5,Satisfied
48749,Male,50,Returning,Business,Business,158,0,0.0,4,4,3,4,4,1,3,1,2,4,1,1,1,1,Neutral or Dissatisfied
27603,Male,44,Returning,Personal,Economy,679,30,32.0,4,2,4,2,3,5,2,2,4,4,4,2,4,5,Neutral or Dissatisfied
90444,Female,27,Returning,Business,Business,2815,0,0.0,4,3,5,4,3,3,4,5,4,4,4,3,4,5,Satisfied
57711,Female,59,Returning,Personal,Economy,867,19,20.0,2,1,1,4,4,4,3,1,3,2,4,1,4,4,Neutral or Dissatisfied
30529,Female,47,Returning,Business,Business,3648,14,33.0,3,3,2,4,3,2,3,2,1,5,2,4,2,4,Neutral or Dissatisfied
20446,Male,42,Returning,Business,Economy,177,69,58.0,2,2,1,3,2,1,3,3,3,3,4,3,3,4,Neutral or Dissatisfied
124758,Male,54,Returning,Business,Business,280,0,5.0,1,1,5,4,1,4,4,4,3,4,4,1,4,4,Satisfied
37635,Male,65,Returning,Personal,Economy,1074,11,20.0,4,3,3,3,3,5,5,3,5,5,4,3,5,5,Neutral or Dissatisfied
54951,Female,21,Returning,Business,Business,1504,12,6.0,5,1,4,5,5,5,5,2,5,5,4,5,5,4,Satisfied
101063,Male,60,Returning,Business,Business,1723,0,0.0,2,2,1,4,2,2,4,2,4,3,2,2,2,2,Neutral or Dissatisfied
181,Female,56,Returning,Business,Business,213,0,0.0,4,4,3,5,4,5,4,5,3,3,5,4,5,5,Satisfied
51466,Male,28,Returning,Business,Economy Plus,89,0,0.0,0,0,1,0,4,3,3,5,3,3,1,0,3,2,Satisfied
8601,Female,33,Returning,Business,Business,109,5,2.0,3,3,3,5,3,4,5,4,5,2,4,3,4,5,Satisfied
55633,Male,72,Returning,Business,Business,1824,0,0.0,4,4,5,3,4,5,5,5,4,4,5,4,5,5,Satisfied
8441,Female,40,Returning,Business,Business,590,0,0.0,3,3,4,4,3,2,4,2,5,3,2,3,2,2,Satisfied
48834,Female,22,Returning,Personal,Business,209,4,1.0,1,2,4,2,1,3,3,3,1,1,2,2,1,2,Neutral or Dissatisfied
95795,Male,54,Returning,Business,Business,3758,43,37.0,5,5,4,5,5,4,4,4,5,3,4,5,4,4,Satisfied
40774,Female,20,Returning,Business,Economy,588,19,17.0,1,1,3,4,1,2,4,4,4,4,1,4,4,3,Satisfied
68964,Female,60,Returning,Business,Business,3407,0,0.0,3,5,4,4,5,5,5,5,5,3,5,5,5,5,Satisfied
78073,Male,26,First-time,Business,Economy Plus,332,0,3.0,2,4,1,4,4,1,4,1,4,4,4,4,4,3,Neutral or Dissatisfied
21836,Male,28,First-time,Business,Business,448,30,13.0,2,2,3,2,1,3,5,3,5,5,5,2,5,4,Neutral or Dissatisfied
34746,Female,58,Returning,Business,Business,3877,0,4.0,2,2,1,5,2,5,3,4,4,1,5,2,5,5,Satisfied
79593,Male,46,Returning,Business,Business,762,0,15.0,3,3,3,4,3,5,5,5,5,3,5,3,5,5,Satisfied
102642,Female,52,Returning,Business,Business,3766,1,0.0,5,5,5,4,5,5,5,5,5,2,5,5,5,5,Satisfied
24500,Female,35,Returning,Personal,Economy,547,0,0.0,4,5,2,5,3,3,2,3,2,2,3,5,2,4,Satisfied
53111,Female,39,First-time,Business,Business,2065,15,10.0,4,4,2,4,4,4,2,4,2,2,3,4,2,4,Neutral or Dissatisfied
64980,Female,26,First-time,Business,Economy,247,0,0.0,0,4,1,4,4,5,5,3,5,5,2,4,5,5,Neutral or Dissatisfied
113012,Female,34,Returning,Business,Business,1797,5,6.0,1,5,5,5,1,4,5,4,4,3,4,1,4,4,Satisfied
102308,Female,74,Returning,Business,Business,236,0,1.0,3,3,1,3,3,4,3,4,3,4,4,4,4,4,Neutral or Dissatisfied
83153,Male,47,First-time,Business,Business,1086,0,37.0,5,5,4,5,1,5,2,5,2,2,5,5,2,4,Satisfied
17652,Male,45,Returning,Business,Business,1008,1,1.0,5,5,2,4,5,4,2,4,3,1,4,5,4,4,Satisfied
71507,Female,22,Returning,Business,Business,2151,0,17.0,1,1,3,4,1,4,4,4,4,4,4,1,4,5,Satisfied
105605,Female,30,First-time,Business,Business,883,15,0.0,1,1,4,1,3,5,1,5,1,1,5,1,1,5,Neutral or Dissatisfied
9393,Male,63,Returning,Business,Business,2151,0,0.0,4,4,2,2,4,4,4,4,1,5,4,4,4,4,Satisfied
80779,Male,20,First-time,Business,Economy,692,0,0.0,2,2,3,2,3,5,5,3,5,5,4,2,5,5,Neutral or Dissatisfied
112577,Female,26,Returning,Business,Business,2934,0,0.0,3,3,3,4,3,5,4,5,4,4,5,3,4,5,Satisfied
60554,Female,60,Returning,Business,Economy Plus,641,132,121.0,5,5,3,3,5,2,3,4,3,3,4,3,3,3,Neutral or Dissatisfied
33908,Male,33,Returning,Personal,Economy Plus,1226,29,24.0,4,1,3,1,1,5,2,4,2,2,2,1,2,1,Neutral or Dissatisfied
23273,Male,22,First-time,Business,Economy,359,0,0.0,3,2,1,2,3,3,4,1,4,4,4,2,4,3,Neutral or Dissatisfied
71717,Female,16,First-time,Business,Economy,1007,25,5.0,3,3,3,3,2,5,4,5,4,4,4,3,4,4,Satisfied
124798,Female,56,Returning,Business,Business,2793,144,187.0,2,2,2,2,2,5,2,2,2,2,3,2,1,2,Neutral or Dissatisfied
85476,Female,45,Returning,Business,Business,1933,0,0.0,2,2,4,2,2,3,4,4,5,3,3,2,3,3,Satisfied
14222,Male,27,Returning,Personal,Economy,692,4,42.0,5,4,5,4,5,4,1,4,5,5,5,4,5,4,Neutral or Dissatisfied
113030,Male,20,First-time,Business,Economy,479,18,9.0,0,3,4,3,4,4,2,5,2,2,4,4,2,5,Satisfied
51253,Female,26,First-time,Business,Economy Plus,110,0,0.0,0,2,4,2,2,3,4,3,5,5,1,2,5,5,Neutral or Dissatisfied
4473,Female,23,Returning,Personal,Economy,1005,0,0.0,5,5,5,5,5,3,4,4,4,4,4,5,4,4,Satisfied
81155,Female,51,Returning,Business,Business,1607,3,0.0,2,2,4,5,2,5,5,5,5,5,5,2,5,5,Satisfied
121865,Female,27,First-time,Business,Economy,337,0,0.0,3,4,1,4,3,4,5,3,5,5,3,3,5,4,Neutral or Dissatisfied
98675,Male,7,Returning,Personal,Economy,951,86,126.0,4,4,5,4,2,2,5,4,5,5,3,4,5,4,Neutral or Dissatisfied
77185,Female,27,Returning,Business,Business,290,0,0.0,1,1,4,3,1,4,3,5,3,3,3,3,3,4,Neutral or Dissatisfied
73172,Male,45,Returning,Business,Business,1258,8,0.0,5,3,4,5,5,4,5,4,3,3,4,5,4,4,Satisfied
112321,Female,69,Returning,Business,Business,862,6,9.0,5,5,4,3,5,2,4,2,1,5,2,2,2,2,Neutral or Dissatisfied
21783,Female,25,First-time,Business,Economy,352,12,5.0,0,1,5,1,3,4,4,1,4,4,1,1,4,2,Neutral or Dissatisfied
116448,Female,50,Returning,Personal,Economy,342,0,0.0,5,2,4,1,5,1,2,2,4,3,1,2,1,5,Neutral or Dissatisfied
54659,Female,21,First-time,Business,Economy,861,0,0.0,2,2,3,2,3,2,3,1,3,3,2,2,3,5,Neutral or Dissatisfied
83824,Male,43,Returning,Business,Business,425,0,0.0,4,4,1,4,4,2,4,2,4,1,2,2,2,2,Neutral or Dissatisfied
10117,Female,46,Returning,Business,Economy,984,58,62.0,4,4,3,3,4,2,3,2,3,4,2,2,2,2,Neutral or Dissatisfied
81023,Female,42,Returning,Business,Business,1399,0,0.0,1,1,4,4,1,4,5,5,3,3,4,1,4,4,Satisfied
64668,Female,53,Returning,Business,Business,1597,7,5.0,1,1,4,5,1,3,5,4,4,2,3,1,3,3,Satisfied
41613,Male,42,Returning,Business,Economy Plus,715,1,9.0,3,3,5,5,3,5,5,2,5,5,3,5,5,3,Satisfied
49399,Female,46,Returning,Business,Business,2360,17,17.0,5,5,2,3,5,1,3,1,4,1,1,3,1,3,Neutral or Dissatisfied
